gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,tenure_bin,avg_monthly_spend,monthly_ratio,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
1,1,0,0,1,1,0,0,0,0,0,0,0,1,70.65044428246675,70.65044428246675,0,35.325222141233375,35.325222141233375,False,True,False,True,False,False,False,False,True,False,1
0,0,0,0,14,1,0,0,0,0,0,0,0,1,78.46125852512756,1130.537883882683,0,71.49768990472128,4.970562056237276,False,True,False,True,False,False,False,False,False,True,1
0,1,1,0,52,1,1,0,1,1,0,0,1,0,105.49580899246708,5432.519046691925,3,101.61330990346917,1.9905515310480024,False,True,False,True,False,False,True,False,True,False,1
0,0,0,0,45,1,1,0,0,0,0,0,1,1,93.7784634129532,4155.350078607832,2,88.58878519747783,1.9994473557190215,False,True,False,True,False,False,False,False,True,False,1
0,0,0,0,11,1,1,0,0,0,0,1,1,1,99.86468333628292,1132.4193979280963,0,88.65582243672466,7.8180088763973234,False,True,False,True,False,False,False,False,True,True,1
1,0,0,0,11,1,1,0,0,0,0,1,0,1,96.36748980006661,1102.9329219573629,0,90.32308758156425,7.898158715229745,False,True,False,True,False,False,True,False,True,False,1
0,0,0,0,4,1,0,0,0,0,0,1,0,1,83.06772368982101,342.19906362689545,0,68.43981272537908,16.6135447379642,False,True,False,True,False,False,False,False,True,False,1
0,0,0,0,39,1,0,0,0,0,0,1,0,1,96.86655744001168,3704.826425744622,2,90.7007500998503,2.371373720648154,False,True,False,True,True,False,True,False,True,False,1
0,0,0,0,49,1,1,0,0,1,0,1,0,1,96.14609357369251,4752.883354889432,2,95.01694016354979,1.928412116707321,False,True,False,True,False,True,True,False,True,False,1
0,0,0,0,39,1,0,0,1,0,0,0,0,1,83.00567006660258,3251.082717273419,2,80.36214446437435,2.052734423365075,False,True,False,True,False,False,False,True,False,True,1
0,0,0,0,49,1,0,0,0,0,0,0,0,1,63.59334159118061,3088.80873670809,2,63.34805674259631,1.3606870240662432,True,True,False,True,False,False,False,True,True,False,1
0,0,0,0,5,1,0,0,0,0,0,0,0,1,80.89066868063382,415.8614307292505,0,69.31023845487509,13.48177811343897,False,True,False,True,False,False,False,False,True,False,1
0,0,0,0,26,1,1,0,0,0,0,0,0,1,83.5261636177071,2255.432471585352,1,82.59877052169041,3.0604519799533074,False,True,False,True,False,False,True,False,True,False,1
0,1,0,0,19,1,0,0,0,1,0,0,1,1,94.41621159461731,1781.6094710134569,1,85.5821872361833,4.536122102288392,False,True,False,True,False,False,False,True,True,False,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,25.081501993924,25.081501993924,0,12.540750996962,12.540750996962,True,False,False,True,False,False,False,False,False,True,1
0,0,0,0,5,1,1,0,0,0,0,0,0,1,84.30846253223899,452.6575270357335,0,75.44292117262225,14.051410422039833,False,True,False,True,False,False,False,True,True,False,1
0,0,0,0,44,1,1,0,1,0,0,0,0,0,87.6215806004621,3902.0129397870187,3,86.71139866193374,1.9471462355658244,False,True,False,True,True,False,True,False,False,True,1
0,0,0,0,11,1,0,0,0,0,0,0,0,0,20.780287467139694,238.54767445594638,0,19.02409742794066,1.6621439152422623,False,False,True,True,False,False,False,True,False,True,1
1,0,0,0,4,0,0,0,1,0,0,0,0,0,32.604461209340286,136.48275696606038,0,26.418231787340567,6.330215456007359,True,False,False,True,False,False,False,False,True,False,1
1,0,0,0,1,1,0,0,0,0,0,0,0,1,56.031390468004204,56.031390468004204,0,28.015695234002102,28.015695234002102,True,False,False,True,False,False,False,False,True,False,1
1,1,0,0,27,1,1,0,0,0,1,1,1,0,102.80969318628631,2866.431144412643,1,100.57465809440059,3.6098199453708,False,True,False,True,False,False,True,False,True,False,1
0,0,0,0,54,1,0,1,0,0,0,1,1,1,104.7671915818421,5641.501574745526,3,102.5727559044641,1.9048580287607655,False,True,False,False,True,False,True,True,False,False,1
0,1,0,0,10,1,1,0,0,0,0,0,1,1,86.4661404510805,909.33254927211,0,78.0858218551348,7.4322077838128155,False,True,False,True,False,False,False,True,True,False,1
1,0,0,0,1,1,0,0,0,0,0,0,0,1,70.1311345147418,70.1311345147418,0,35.0655672573709,35.0655672573709,False,True,False,True,False,False,False,False,False,True,1
0,0,0,0,46,1,1,0,0,0,0,1,0,1,99.07343339141839,4742.759348136733,3,100.10041167085804,2.094479766715544,False,True,False,True,False,False,True,True,False,False,1
1,0,0,0,5,1,0,0,0,0,0,0,0,1,80.90833894351864,413.0712234593262,0,68.8452039098877,13.484723157253109,False,True,False,True,False,False,False,False,True,True,1
0,0,0,0,2,0,0,0,0,1,0,1,0,0,54.27773077336372,91.58128100572172,0,30.527093668573908,18.092576924454576,True,False,False,True,False,False,True,False,True,False,1
0,0,0,0,10,0,0,0,0,0,0,0,0,1,44.53081997838207,435.75027961346785,0,39.32917385568237,4.025872308206981,True,False,False,True,False,False,False,True,True,False,1
1,0,0,0,22,1,0,0,1,0,0,0,0,0,82.5665205746064,1857.0627857316958,1,79.1210279985109,3.5252345795112765,True,True,False,True,True,False,False,False,False,True,1
0,1,0,0,1,1,1,0,0,0,0,0,0,1,74.31762966869506,74.31762966869506,0,37.15881483434753,37.15881483434753,False,True,False,True,False,False,False,False,True,False,1
0,0,0,0,8,0,0,0,0,0,0,0,0,0,29.742532038823953,226.6592510871084,0,24.662922625469346,3.259758515509035,True,False,True,True,True,False,True,False,True,False,1
1,0,0,0,35,1,1,0,1,0,0,1,1,1,101.26564388654394,3609.9682155696223,2,98.66727133377464,2.770595766033629,False,True,False,True,False,False,False,False,True,True,1
0,0,0,0,38,1,0,0,0,0,0,0,0,0,81.8562543356767,3167.697143725269,2,80.21014142943989,2.0804513944648098,True,True,False,True,True,False,False,True,True,False,1
0,0,0,0,20,1,0,0,0,0,0,0,1,1,90.22230246730707,1776.5834537009605,1,84.59921208099813,4.296300117490813,False,True,False,True,False,False,False,False,True,False,1
0,0,0,0,4,1,0,0,0,0,0,0,0,1,74.84658257532232,321.8301261370165,0,64.3660252274033,14.969316515064461,False,True,False,True,False,False,True,False,True,False,1
1,0,1,0,32,0,0,0,1,0,0,0,0,1,51.151617696413986,1625.262801154275,1,51.31460787355449,1.681363886409211,True,False,False,True,False,False,False,False,True,False,1
0,0,0,0,12,1,1,0,0,0,0,1,0,1,97.0488912210304,1168.5868268415168,0,86.21673772572977,7.184811909241338,False,True,False,True,False,False,True,False,True,False,1
0,0,0,0,1,1,0,0,0,0,0,1,0,1,53.53409477765482,53.53409477765482,0,26.76704738882741,26.76704738882741,True,False,False,True,False,False,False,False,False,True,1
1,0,0,0,38,1,0,0,0,1,1,0,0,1,84.2733043505739,3265.9973045243732,2,83.58305484779376,2.156731851919665,False,True,False,True,False,False,False,True,True,False,1
0,0,0,0,4,0,0,0,0,0,0,0,0,1,45.07520230376668,175.39372026145227,0,35.07874405229045,9.015040460753337,True,False,False,True,False,False,False,False,True,False,1
0,0,0,0,4,1,1,0,0,0,0,0,0,1,86.88130955797747,341.0654064640293,0,68.21308129280587,17.376261911595492,False,True,False,True,False,False,False,False,True,True,1
0,0,0,0,1,0,0,0,0,0,0,0,0,1,45.19849704957347,45.19849704957347,0,22.599248524786734,22.599248524786734,True,False,False,True,False,False,False,False,False,True,1
0,0,0,0,22,1,0,0,1,0,0,0,0,1,89.26917884359487,2001.6897249231636,1,86.89148951053919,3.8757812076638984,False,True,False,True,False,False,True,False,True,False,1
0,0,1,0,66,1,1,0,0,1,0,1,1,1,108.44916657579107,7154.358899443841,4,105.33676286265751,1.59668952951182,False,True,False,True,False,True,False,True,False,False,1
1,0,1,0,10,1,1,0,0,0,0,1,1,1,96.52879058256259,1075.762426499413,0,92.17483166411311,8.285545042448529,False,True,False,True,False,False,False,True,True,False,1
0,1,0,0,15,1,0,0,0,0,0,0,0,1,71.91964613876715,1167.6158079179506,1,68.75019598677025,4.235162961441659,False,True,False,True,False,False,True,False,True,False,1
0,0,0,0,5,1,0,0,0,0,0,0,1,1,88.942874454788,454.0745409595731,0,75.67909015992885,14.823812409131333,False,True,False,True,False,False,False,False,True,True,1
1,0,0,0,2,1,0,0,0,0,0,0,0,0,79.83339669835759,164.07884667329418,0,54.69294889109806,26.611132232785863,False,True,False,True,False,False,False,False,True,False,1
0,0,1,0,29,1,1,0,0,0,0,0,0,1,82.81917968676075,2461.47293531558,2,79.86937270828399,2.6903844920350353,False,True,False,True,False,False,False,False,True,False,1
1,0,0,0,1,1,0,0,0,0,0,0,1,0,59.856491809435255,59.856491809435255,0,29.928245904717627,29.928245904717627,True,False,False,True,False,False,False,False,True,False,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,50.583161144400236,50.583161144400236,0,25.291580572200118,25.291580572200118,True,False,False,True,False,False,False,False,True,False,1
1,0,0,0,3,1,1,0,0,0,0,0,0,0,74.96279928968458,218.25585144589638,0,54.563962861474096,18.740699822421146,False,True,False,True,False,False,True,False,True,False,1
0,0,0,0,1,1,0,0,0,0,0,0,0,1,53.955613468897084,53.955613468897084,0,26.977806734448542,26.977806734448542,True,False,False,True,False,False,False,False,True,False,1
1,0,0,0,1,1,0,0,0,0,0,1,0,1,79.67463450245675,79.67463450245675,0,39.83731725122838,39.83731725122838,False,True,False,True,False,False,False,False,True,True,1
0,0,1,0,66,1,1,0,1,1,0,1,1,0,104.68074116714452,7017.952205409731,4,104.49651337668472,1.5589248902011155,False,True,False,True,True,False,False,False,True,False,1
0,0,0,0,1,1,1,0,0,0,0,0,0,1,60.0292995134288,60.0292995134288,0,30.0146497567144,30.0146497567144,True,False,False,True,False,False,False,False,True,False,1
0,0,0,0,36,1,1,0,0,0,0,0,1,1,84.84141095886274,3060.5403789907305,2,82.71730754029001,2.2930111069962904,False,True,False,True,False,False,False,False,True,False,1
0,0,0,0,10,1,0,0,0,0,0,0,0,1,73.89863789972965,791.874790994698,0,66.40634998121885,6.199843083941337,False,True,False,True,False,False,False,False,True,False,1
0,0,0,0,39,1,0,0,0,0,0,1,0,1,96.11060052832266,3697.9496564189353,2,91.6312283780321,2.381351043381107,False,True,False,True,True,False,True,False,True,False,1
0,0,0,0,11,0,0,0,0,0,0,0,0,0,30.84190230362971,329.1725585061266,0,27.11960270635283,2.63033304249492,True,False,True,True,False,False,True,False,True,False,1
0,0,0,0,14,1,1,0,0,0,0,0,0,1,74.49432476144703,1099.8126206265288,0,71.82663240210039,4.865212451927147,False,True,False,True,False,False,True,False,True,False,1
0,0,0,0,10,1,0,0,0,0,0,0,1,1,84.6899830706641,864.1310361933737,0,78.55736692667034,7.699089370060373,False,True,False,True,False,False,False,True,True,False,1
1,1,0,0,1,1,0,0,0,0,0,1,0,0,78.88413012602669,78.88413012602669,0,39.442065063013345,39.442065063013345,False,True,False,True,False,False,False,False,True,False,1
0,0,0,0,30,1,1,0,0,0,0,0,0,1,72.7304752312669,2080.9361433877266,1,67.00177702439372,2.383246800898197,True,True,False,True,True,False,False,False,True,True,1
1,1,1,0,35,1,1,0,0,0,0,1,0,1,99.71704418825122,3651.6524991644437,2,99.81201404508687,2.7277710106487727,False,True,False,True,False,False,True,True,False,False,1
1,0,0,0,3,1,0,0,0,0,0,0,0,1,73.06288192022836,231.77476595025388,0,57.94369148756347,18.26572048005709,False,True,False,True,False,False,False,True,True,False,1
0,0,0,0,22,1,0,1,0,0,0,1,1,1,100.79277108451085,2322.375100399964,1,99.40390802381503,4.3150971640468585,False,True,False,True,False,False,True,False,True,False,1
0,0,0,0,10,1,1,0,0,0,0,0,0,1,82.75477552989635,816.4478136466164,0,74.22252851332875,7.523161411808759,False,True,False,True,False,False,False,True,True,False,1
0,0,0,0,5,0,0,0,0,0,0,0,0,0,23.078670532847518,103.20699420072873,0,17.201165700121454,3.8464450888079194,True,False,True,True,False,False,False,True,True,False,1
1,0,1,0,1,1,1,0,0,1,0,1,1,1,101.57432062508755,101.57432062508755,0,50.787160312543776,50.787160312543776,False,True,False,True,False,False,False,False,True,False,1
1,0,0,0,1,1,0,0,0,0,0,0,0,1,20.411388127533915,20.411388127533915,0,10.205694063766957,10.205694063766957,False,False,True,True,False,False,False,False,False,True,1
0,0,0,0,20,1,0,0,1,0,0,0,0,1,73.82379211808147,1494.6174293878753,1,69.78825433993514,3.4619065392258097,True,True,False,True,True,False,True,False,True,False,1
1,0,1,1,4,1,0,0,0,0,0,0,0,0,51.63509405780629,238.93165158278975,0,47.78633031655795,10.327018811561258,True,False,False,True,False,False,False,False,False,True,1
0,0,0,0,1,1,0,0,0,0,0,0,0,1,80.66529172531348,80.66529172531348,0,40.33264586265674,40.33264586265674,False,True,False,True,False,False,False,False,True,False,1
0,0,0,0,1,1,0,0,0,0,0,0,0,1,82.26395907518189,82.26395907518189,0,41.131979537590944,41.131979537590944,False,True,False,True,False,False,False,False,True,False,1
1,0,0,0,3,0,0,0,0,0,0,0,0,0,23.142416371644018,81.59397083212848,0,18.278108797406414,5.266048035278156,True,False,True,True,False,False,True,False,True,False,1
0,0,0,0,69,1,1,1,0,0,1,1,1,1,104.24129670739076,7245.3774051243445,4,102.27345765261643,1.4716200186313808,False,True,False,False,False,True,False,True,False,False,1
1,0,0,0,12,1,1,0,0,0,0,1,0,1,94.8519555827106,1048.457070183646,0,80.65054386028046,7.296304275593124,False,True,False,True,False,False,False,False,True,False,1
1,1,0,0,51,1,1,0,1,0,0,1,0,0,86.02038459335135,4361.098059684878,3,83.26343789540954,1.6440610703870318,True,True,False,True,True,False,True,False,True,False,1
0,0,0,0,2,1,0,0,0,0,0,0,1,0,88.58187078148481,190.73179289351694,0,63.57726429783897,29.527290260494937,False,True,False,True,False,False,False,True,True,False,1
0,0,0,0,70,1,1,1,1,1,1,1,1,0,115.6389936715799,7986.322546366928,4,112.48341614601306,1.6287182207264774,False,True,False,False,True,False,False,True,False,False,1
1,0,0,0,3,0,0,0,0,0,0,0,0,0,20.72101648205208,77.51873820616424,0,15.795126747086881,4.239018619601502,True,False,True,True,False,False,False,False,True,True,1
0,0,1,0,17,1,0,0,0,0,0,0,0,1,74.2214432662515,1226.272302016854,1,68.12623900093634,4.12341351479175,False,True,False,True,False,False,True,False,True,False,1
0,0,0,0,13,0,0,0,0,0,0,1,1,1,50.95124576953255,712.4290945837183,0,47.67834964173834,3.410852462049979,True,False,False,True,False,False,False,False,True,False,1
0,0,1,0,51,1,1,0,1,0,0,0,0,1,94.21189144165103,4861.202821639516,3,93.50803839874877,1.8190986939100817,False,True,False,True,False,False,True,False,True,False,1
0,0,0,0,1,1,0,0,0,0,0,0,0,1,45.310300938342095,45.310300938342095,0,22.655150469171048,22.655150469171048,True,False,False,True,False,False,False,False,False,True,1
0,0,0,0,15,1,0,0,0,0,0,1,1,1,101.25576911627024,1552.6098274313993,1,96.64426658699995,6.302823564393865,False,True,False,True,False,False,False,False,True,False,1
0,0,1,0,28,1,1,0,0,0,0,1,1,1,98.6144509747541,2867.028905977286,1,96.89855106935308,3.3416392199342466,False,True,False,True,False,False,True,True,False,False,1
1,0,0,0,10,1,0,0,0,0,0,0,0,0,19.35088226009625,176.26470959614997,0,15.839764364527362,1.7502357724310302,False,False,True,True,False,False,False,False,True,True,1
1,0,0,1,14,1,0,0,0,0,0,0,1,1,86.99384909204437,1260.67766847564,0,83.04148535147763,5.731678325292498,False,True,False,True,False,False,True,False,True,False,1
0,0,0,0,26,1,0,0,0,0,0,1,0,0,96.58036442624449,2548.015979408565,1,93.73198148385157,3.5904088324918506,False,True,False,True,False,False,False,False,True,False,1
0,0,1,0,35,1,1,0,0,0,0,0,0,1,80.08312311340266,2867.802916849414,2,78.94611464942827,2.2215533707503354,False,True,False,True,False,False,False,True,True,False,1
1,0,0,0,15,1,0,0,0,0,0,0,0,0,64.83418891265987,994.5605855696931,1,62.16003659810582,4.052136807041242,True,True,False,True,False,False,True,False,False,False,1
0,0,0,0,16,1,0,0,0,0,0,0,0,0,73.34345184078958,1187.5546048214105,1,69.85615322478886,4.314320696517034,False,True,False,True,False,False,False,True,True,False,1
1,0,0,0,8,1,1,0,0,1,0,1,1,1,102.85047023893448,825.4511548140781,0,91.71679497934201,11.427830026548275,False,True,False,True,False,False,False,False,True,False,1
0,1,0,0,4,1,0,0,0,0,0,1,1,1,91.83054708074243,449.396336326533,0,75.65600754135384,15.475601492259035,False,True,False,True,False,False,False,True,True,False,1
0,0,0,0,7,1,0,0,1,0,0,0,1,1,94.27727220847171,669.2484801216311,0,83.65606001520389,11.784659026058964,False,True,False,True,False,False,False,True,True,False,1
0,0,0,0,7,1,0,1,0,0,0,0,0,1,50.638204644962904,357.66795355037095,0,43.11122013541703,6.11195555104791,True,False,False,True,False,False,False,False,True,True,1
1,0,0,0,10,1,0,0,0,0,0,0,1,0,94.43181577948904,953.2964577339617,0,86.33253808470519,8.557439728938494,False,True,False,True,False,False,True,False,True,False,1
0,0,0,0,38,1,0,1,0,0,0,1,0,0,81.86006081730939,3183.5928781626644,2,80.69720565188449,2.0780720507452064,True,True,False,True,True,False,False,True,True,False,1
0,0,0,0,1,1,0,0,0,0,0,0,1,1,86.3278526000463,86.3278526000463,0,43.16392630002315,43.16392630002315,False,True,False,True,False,False,False,False,True,False,1
0,0,1,0,59,1,1,0,1,1,0,1,1,1,107.05107906124947,6284.088260168257,4,103.70172160961295,1.7672368126875326,False,True,False,True,True,False,False,False,True,False,1
0,0,1,1,34,1,0,0,0,0,0,1,0,0,76.39848828474854,2565.635772692532,2,72.66316979879633,2.164791621014209,True,True,False,True,False,False,False,False,True,False,1
0,0,0,0,22,1,0,1,0,0,0,1,1,1,99.98468044769837,2330.025025095122,1,97.46126984437633,4.182513694226839,False,True,False,True,False,False,True,False,True,False,1
0,1,0,0,1,1,1,0,0,0,0,0,0,1,85.41096784108508,85.41096784108508,0,42.70548392054254,42.70548392054254,False,True,False,True,False,False,False,False,True,False,1
1,0,0,0,1,1,0,0,0,0,0,1,0,0,90.55232324510742,90.55232324510742,0,45.27616162255371,45.27616162255371,False,True,False,True,False,False,False,False,True,False,1
0,0,1,0,57,1,1,0,0,1,0,1,0,0,100.02583585340828,5745.765250829603,3,98.48843179066473,1.7149717579459751,False,True,False,True,False,False,False,False,True,False,1
0,0,0,0,1,1,0,0,0,0,0,0,0,1,19.849300122681527,19.849300122681527,0,9.924650061340763,9.924650061340763,False,False,True,True,False,False,False,False,False,True,1
0,0,0,0,50,1,0,0,0,0,0,1,0,0,87.53219621352622,4344.461557163154,2,85.12407584730829,1.727945313117225,False,True,False,True,False,False,True,False,True,False,1
0,0,0,0,5,0,0,0,0,0,0,0,0,0,25.19745625394507,129.26288805161818,0,21.543814675269697,4.199576042324178,True,False,True,True,False,False,False,False,True,True,1
0,0,0,0,12,1,0,0,0,0,0,0,1,1,81.97337698220929,1007.8319359682929,0,72.92100995036682,5.944226660781529,False,True,False,True,False,False,True,False,True,False,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,19.687028236162973,19.687028236162973,0,9.843514118081487,9.843514118081487,False,False,True,True,False,False,False,False,False,True,1
0,0,0,0,4,1,0,0,0,0,0,1,1,1,104.29755471194032,444.45521438141395,0,87.46820716094983,20.570356557993552,False,True,False,True,True,False,False,False,True,False,1
1,0,0,0,1,1,0,0,0,0,0,0,0,1,69.85644966834182,69.85644966834182,0,34.92822483417091,34.92822483417091,False,True,False,True,False,False,False,False,True,False,1
1,1,0,0,28,1,1,0,0,0,1,1,1,0,100.33008283690101,2864.236798970709,1,97.50492556009522,3.4181804434419067,False,True,False,True,False,False,True,False,True,False,1
0,1,0,0,26,1,0,0,0,0,0,0,0,1,76.21787240562608,1928.1026073460464,1,69.84766802825678,2.7688118137341804,False,True,False,True,False,False,True,False,False,False,1
0,1,0,0,53,1,1,0,1,0,0,1,1,1,102.55776476369061,5540.456707160347,3,101.36145114657539,1.8756547665802314,False,True,False,True,True,False,True,False,True,False,1
1,0,0,0,63,1,1,0,1,1,0,1,0,1,107.11630865679051,6874.8040970967295,4,106.88508047799282,1.6657129627543892,False,True,False,True,True,False,False,True,True,False,1
0,0,1,0,43,0,0,0,0,0,0,1,0,1,76.01194092888063,3176.1762801517493,2,74.05726602264915,1.8194659780931832,True,True,False,True,True,False,False,False,True,False,1
0,0,0,0,4,1,1,0,0,0,0,0,1,1,96.16431003759308,345.49499733540785,0,69.09899946708157,19.232862007518616,False,True,False,True,False,False,False,False,True,False,1
1,0,0,0,48,1,0,1,0,0,0,0,0,1,60.164407862688805,2908.1232366734907,3,58.97898917802209,1.220301432432871,True,False,False,True,True,False,False,True,False,False,1
0,0,0,0,7,1,0,0,0,0,0,0,0,0,75.77740733220688,521.189509561113,0,65.14868869513913,9.47217591652586,False,True,False,True,False,False,False,False,True,False,1
1,0,0,0,1,1,0,0,0,0,0,0,0,1,75.1996848600164,75.1996848600164,0,37.5998424300082,37.5998424300082,False,True,False,True,False,False,True,False,True,False,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,25.78571218499285,25.78571218499285,0,12.892856092496425,12.892856092496425,True,False,False,True,False,False,False,False,False,True,1
1,1,0,0,1,1,0,0,0,0,0,0,0,1,70.73992773355549,70.73992773355549,0,35.369963866777745,35.369963866777745,False,True,False,True,False,False,False,False,True,False,1
1,0,0,0,1,1,0,0,0,0,0,0,1,1,79.66245588903321,79.66245588903321,0,39.831227944516606,39.831227944516606,False,True,False,True,False,False,False,False,True,False,1
0,0,1,0,3,1,1,0,0,0,0,0,0,1,76.6097209581079,255.63035614557282,0,63.907589036393205,19.152430239526975,False,True,False,True,False,False,True,False,True,False,1
0,1,1,0,1,0,0,0,0,0,0,0,0,0,25.0211458232303,25.0211458232303,0,12.51057291161515,12.51057291161515,True,False,False,True,False,False,False,False,True,False,1
0,0,0,0,12,1,0,0,0,0,0,0,0,0,81.0960327909992,975.2656981129941,0,71.13459333872164,5.926962264124257,False,True,False,True,False,False,False,False,True,False,1
1,0,0,0,28,0,0,0,0,1,0,1,0,1,43.43865410327842,1169.7612076522603,1,40.7964735711034,1.5493238156394562,True,False,False,True,True,False,False,False,True,False,1
0,0,0,0,9,1,1,0,0,0,0,0,1,1,83.73107514497971,792.9933851700303,0,79.29933851700304,8.373107514497972,False,True,False,True,False,False,False,False,True,False,1
0,0,0,0,11,1,0,0,0,0,0,1,0,0,77.81710436115664,869.7814709910458,0,70.75445582272282,6.338183276795575,True,True,False,True,True,False,True,False,False,True,1
0,0,0,0,16,1,0,0,0,0,0,0,0,0,85.43310061840495,1413.6645905448822,1,81.33947905393552,4.920593330579566,False,True,False,True,False,False,False,False,True,False,1
0,0,0,0,20,1,0,0,0,0,0,1,1,1,92.63863055712848,1828.9655385289866,1,87.09359707280889,4.411363359863262,False,True,False,True,False,False,False,False,True,True,1
1,0,0,0,3,1,0,0,0,0,0,0,0,1,79.1710720403726,246.71025478610227,0,61.67756369652557,19.79276801009315,False,True,False,True,False,False,False,False,True,False,1
1,0,0,0,3,1,0,0,0,0,0,0,0,1,79.29160189763287,249.2096682480274,0,62.30241706200685,19.82290047440822,False,True,False,True,False,False,False,False,True,False,1
0,1,0,0,25,1,1,0,0,0,0,0,1,0,103.30810250883168,2655.9984310083937,1,99.37619763933434,3.8843545980949417,False,True,False,True,False,False,False,False,True,True,1
1,0,0,0,1,1,0,0,0,1,0,0,0,1,74.79574787527245,74.79574787527245,0,37.39787393763623,37.39787393763623,False,True,False,True,False,False,False,False,True,True,1
0,0,0,0,18,1,1,0,0,0,0,0,0,0,87.0862327367414,1595.116571133739,1,80.47832042313948,4.403654171884231,False,True,False,True,False,False,False,True,True,False,1
0,0,0,0,2,1,0,0,0,0,0,0,0,0,45.58424033181502,84.75737503268594,0,28.25245834422865,15.194746777271673,True,False,False,True,False,False,False,True,False,True,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,45.46534569541906,45.46534569541906,0,22.73267284770953,22.73267284770953,True,False,False,True,False,False,False,False,True,False,1
1,0,0,0,38,1,0,0,0,1,0,0,0,1,81.94187517505944,3203.279710347895,2,81.3242761359004,2.0849364330124467,False,True,False,True,False,True,False,False,True,False,1
0,0,0,0,2,1,0,0,0,0,0,0,0,0,72.4444933420799,151.69590771952844,0,50.56530257317614,24.148164447359964,False,True,False,True,False,False,False,False,True,False,1
0,0,0,0,7,1,0,0,0,0,0,0,0,1,77.65607510488499,527.2377474362946,0,65.90471842953683,9.707009388110624,False,True,False,True,False,False,False,False,False,True,1
0,0,0,0,4,1,0,0,0,0,0,0,0,0,78.14710815875003,304.31877770837957,0,60.863755541675914,15.629421631750006,False,True,False,True,False,False,False,False,True,False,1
1,0,0,0,3,1,0,0,0,0,0,0,0,1,77.53946848834221,222.03595230301644,0,55.50898807575411,19.384867122085552,False,True,False,True,False,False,False,False,True,False,1
0,0,0,0,3,1,1,0,0,0,0,0,0,1,74.96855356691908,229.88667169531837,0,57.47166792382959,18.74213839172977,False,True,False,True,False,False,False,True,True,False,1
0,0,0,0,10,1,0,0,0,0,0,0,0,0,80.00822778005892,814.7163309073148,0,70.8213521443967,6.9753508197517045,False,True,False,True,False,False,False,False,True,False,1
1,0,0,0,2,1,0,0,0,1,0,0,1,1,86.32977292374612,178.73037238640865,0,59.57679079546955,28.77659097458204,False,True,False,True,False,False,False,False,True,True,1
0,0,0,0,5,1,0,0,0,0,0,0,0,1,69.7028808272999,317.34364740418243,0,52.89060790069708,11.617146804549982,False,True,False,True,False,False,False,False,True,False,1
1,0,0,0,45,1,1,0,0,0,0,0,0,1,88.75754626233645,4017.830157788054,3,86.94281303637455,1.9213409614887946,False,True,False,True,True,False,False,True,False,True,1
0,0,1,0,11,0,0,0,0,0,0,0,0,0,54.527217739423286,665.6611762740848,0,54.068035919835516,4.585137399004472,True,False,False,True,False,False,False,False,True,True,1
0,1,0,0,16,1,0,0,0,0,0,0,0,0,83.22211409853772,1340.3010124198047,1,76.79913854835083,4.770207112916319,False,True,False,True,False,False,True,False,True,False,1
0,0,0,0,3,1,0,0,0,0,0,0,0,0,53.42792271865416,188.8094864494597,0,47.20237161236493,13.35698067966354,True,False,False,True,False,False,False,True,True,False,1
0,0,0,0,15,1,0,0,0,0,0,0,0,0,19.900386905814283,288.2575272795536,1,18.0160954549721,1.2437741816133927,False,False,True,True,False,False,True,False,True,False,1
1,0,0,0,1,1,0,0,0,0,0,1,0,1,80.00422739255505,80.00422739255505,0,40.002113696277526,40.002113696277526,False,True,False,True,False,False,False,False,True,True,1
0,0,0,0,49,1,1,0,0,0,0,1,0,0,84.5776054000759,4116.287557123588,2,80.88355977313145,1.6627479022116964,False,True,False,True,False,False,True,False,False,False,1
0,0,0,0,47,1,0,0,0,0,0,0,0,0,78.3658787402903,3680.5635644064487,2,76.48378119134298,1.641641828770115,False,True,False,True,True,False,False,True,True,False,1
0,0,0,0,11,1,1,0,0,0,0,1,0,0,87.07199626084514,988.2609094686015,0,79.91357282311556,7.070194267882388,True,True,False,True,True,False,False,False,True,True,1
1,0,0,0,1,1,0,0,0,0,0,0,0,1,70.02388381168339,70.02388381168339,0,35.011941905841695,35.011941905841695,False,True,False,True,False,False,False,False,False,True,1
0,0,0,0,14,1,1,0,0,0,0,0,0,1,74.76817592576516,1104.8332253056947,0,70.05563311896663,4.74102855588566,False,True,False,True,False,False,True,False,True,False,1
1,0,0,0,1,1,0,0,0,0,0,0,0,1,73.61436457031053,73.61436457031053,0,36.807182285155264,36.807182285155264,False,True,False,True,False,False,False,True,False,True,1
